race_id,name,last_date,last_end_date,next_date,next_end_date,is_draft_race,is_private_race,is_registration_open,created,last_modified,description,url,external_race_url,external_results_url,fb_page_id,fb_event_id,street,street2,city,state,zipcode,country_code,timezone,logo_url,real_time_notifications_enabled,fetched_date,credentials_used,timing_partner_id
170772,"Milford Gobbler Gallop",11/30/2024,11/30/2024,11/29/2025,11/29/2025,F,F,T,"9/12/2024 09:14","4/9/2025 11:42","<p>Come for the race, stay for the parade!</p>
<p>Saturday, November 29th, 2024<br />1-mile starts at 8:00am<br />4-mile starts at 8:30am (must be off the course by 9:45am for the parade)<br />Double (you can run both events!)</p>
<p>Run/walk the 1 mile, the 4 mile, or both races with the double! The 4 mile course will wind out through downtown Milford, onto the beautiful Milford Trail and finish back on Main Street. Both the races start and finish on Main Street at the corner of Commerce road in downtown Milford as hundreds of spectators await the Annual Holiday Parade. The parade after the race will feature dozens of floats, bands, and of course, Santa Claus!</p>
<p>All participants will receive a custom race swag and a finisher medal. </p>",https://runsignup.com/Race/MI/Milford/MilfordGobblerGallop,https://runningventure.com/gobbler-gallop/,,,,"440 N Main Street",,Milford,MI,48381,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-237542-1729338551.0269-0.bNe5Y3.png,F,"2025-06-03 19:25:33",z7XLV2FU...,13
171116,"Do Not Use - Malibu Moves: 5K, 10K, Half Marathon & Kids Run",,,10/25/2025,10/26/2025,F,T,F,"9/18/2024 12:10","11/21/2024 05:06","<p>Join Malibu Moves, the only running and walking event in Malibu on October 25 &amp; 26, 2025! Choose the scenic Half Marathon, 5K, the all-new 10K or the fun-filled 1K Kids Run. This inclusive event celebrates all ages, sizes, and fitness levels. Move in Malibu with us!</p>",https://runsignup.com/Race/CA/Malibu/MalibuMovesKHalfMarathonKidsRun25,http://www.malibumoves.com/,,,,"Zuma Beach",,Malibu,CA,90265,US,America/Los_Angeles,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-237938-1728398956.7955-0.bNbuzS.png,F,"2025-06-03 19:25:30",0NffC99H...,8
171298,"Friendsgiving 5K hosted by Insight Global",11/16/2024,11/16/2024,11/15/2025,11/15/2025,F,T,F,"9/20/2024 14:49","2/15/2025 10:00","<p style=""line-height:2"">Join us Saturday, November 16, 2024, at The Battery for a 5k benefitting the Insight Global Family Foundation (IGFF)!  All family, friends and fur family members are welcome.  However you want to move, we want you to gather with us!  Registration/Check In is from 7:00a.m. - 8:00a.m.  Race starts promptly at 8:30a.m.</p>
<p style=""line-height:2"">A $25 donation (<strong>plus small processing fee that goes to Run Signup</strong>) is due at registration. All $25 donations will go directly to the IG Family Foundation.</p>
<p style=""line-height:2"">Lace up those running shoes as we all know Bert Bean will be on a mission to win this race!  Our very own Matt Gonsalves will be the &#34;Master of Ceremonies&#34; and DJ for the event.  Look forward to seeing everyone there!</p>
<p style=""line-height:2""><strong>IMPORTANT!  Beer and hard seltzers will be served after the race concludes from 10:00a.m. - 11:00a.m.  Please bring your ID as by law, that will need to be presented to the Delaware North Staff, to be served.</strong></p>",https://runsignup.com/Race/GA/Atlanta/Friendsgiving5KATL,,,,,"The Battery","800 Battery Ave SE",Atlanta,GA,30339,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-238156-1729103213.6308-0.bNeavT.png,F,"2025-06-03 19:25:26",e1lSV9eY...,4
171439,"Boise Turkey Day 5K",11/28/2024,11/28/2024,11/27/2025,11/27/2025,F,F,F,"9/23/2024 16:45","6/3/2025 16:03","<p>Welcome to the annual Turkey Day 5k in Boise, Idaho’s favorite Thanksgiving Day tradition.</p>
<p>Turkey Day 5K is a whole family fun run designed to kick off your day with fun, energy, and community.</p>
<p>2025 marks the 14th year that the event benefits both the Boise Rescue Mission and local Special Olympics teams. As Boise continues to grow, so does the need for the services these organizations provide. Just by showing up you are already helping us contribute to these great organizations – but you can do more: bring extra canned food, make a donation directly to these groups, or better yet, donate a few hours of your time volunteering with them and you’ll both be rewarded.</p>
<p>Thank you again for joining us in 2025 and Happy Thanksgiving!</p>",https://runsignup.com/Race/ID/Boise/BoiseTurkeyDayK,,,,,"624 W Idaho St",,Boise,ID,83702,US,America/Boise,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-238325-1727124982.3359-0.bM8Dx2.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
171749,"Saints Santa Run",12/07/2024,12/07/2024,12/06/2025,12/06/2025,F,F,T,"9/30/2024 13:42","2/25/2025 18:06","<p>Grab your costumes and running shoes, the Saints Santa Run is coming to Midtown on Saturday, December 6th, 2025! Our family-friendly winter run is bringing all ages and pets to downtown Oklahoma City for a festive 5K and costume contest. It is a great way to stay active and spread cheer during the holiday season.</p>
<p> </p>
<p>Participate in the 5K Run/Walk or 1-Mile Fun Run and receive a commemorative Saints Santa Run t-shirt and finisher medal. All are invited to enjoy free activities like face painting and balloon art,  holiday music and more at our start/finish line celebration on the SSM Health St. Anthony Hospital campus.</p>
<p>Be sure to bring your kiddos (ages 8 and under) for the free Kids’ Dash, taking place just before the race! No registration required!</p>
<p>It wouldn’t be the Saints Santa Run without a costume contest! Dress up like Santa or in your most festive holiday costume for a chance to win cash prizes immediately following the race. Our costume contest categories include best Santa, most festive, and most festive pet! There were also be prizes for fastest overall in male, female, and non-binary categories. </p>",https://runsignup.com/Race/OK/OklahomaCity/SaintsSantaRun,https://downtownindecember.com/saints-santa-run/,,downtownokc,,"SSM Health – St. Anthony Hospital","535 NW 9th St.","Oklahoma City",OK,73102,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-238708-1728670575.9746-0.bNcwTV.png,F,"2025-06-03 19:25:34",voNeS2VZ...,11
172137,"2026 Augusta Half Marathon 10K 5K",02/22/2025,02/22/2025,02/28/2026,02/28/2026,F,F,T,"10/8/2024 09:59","5/2/2025 11:17","<p>The <a href=""http://augustasportscouncil.org"" target=""_blank"" rel=""nofollow noopener noreferrer"">Augusta Sports Council</a> is proud to be the local host organization for the Augusta Half Marathon, 10K &amp; 5K! The 18th annual event serves as the non-profit&#39;s primary fundraising event for their annual G.A.M.E.S. Scholarship fund which is awarded to selected graduating high school student athletes each May. The ASC is a 501c(3) organization focuses on enriching the quality of life and economic well-being for the Augusta metropolitan area by supporting and attracting sporting activities. </p>
<p><br />Established in 1991 by a group of sports-minded volunteers with a goal of recruiting sporting events to the community, the ASC has created, recruited, or supported over 800 events in the Augusta community which include the &#39;96 Olympic Box-offs, &#39;99 and &#39;02 Georgia Games Championships, Nike EYBL Peach Jam Basketball, USA Cycling Championships, and the IRONMAN 70.3 Augusta. These events have attracted 450,000&#43; athletes to compete in Augusta, generating more than $400 million in economic impact to the Augusta community. Additionally, the Augusta Sports Council is also the home of the Ray Guy Award which is given to the top College Punter of the Year. Named after &#34;the greatest punter of all time,&#34; Ray Guy, the award is presented annually during The Home Depot College Football Awards, broadcast live on ESPN.</p>
<p> </p>",https://runsignup.com/Race/GA/Augusta/AugustaHalfMarathon,https://www.augustahalf.org/,https://www.athlinks.com/event/384115?category=global&term=Augusta,augustahalf,,"2500 Walton Way",,Augusta,GA,30904,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-239161-1740501861.6166-0.bNVFnL.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
172495,"Charlie Normile's Turkey Trot",11/28/2024,11/28/2024,11/27/2025,11/27/2025,F,F,T,"10/15/2024 13:23","5/20/2025 13:56","<p>This event is held in honor of Charlie and James Normile and will raise money for the Navy SEAL Foundation in memory of those men who lost their lives serving our country.</p>
<p>The festive events include a competitive 5K race with prizes, a 1 mile fun run &amp; canine crawl, and a Gobble Wobble (26.2 meters!) for children 5 and younger.</p>",https://runsignup.com/Race/VA/VirginiaBeach/CharlieNormileSTurkeyTrot,https://www.charliestrot.com,,teamcharlietoday,,"205 Sandbridge Rd",,"Virginia Beach",VA,23456,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-239583-1730166890.0539-0.bNiebQ.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
172567,"Holiday Hustle Last Chance 5K",12/28/2024,12/28/2024,12/27/2025,12/27/2025,F,F,F,"10/16/2024 12:13","2/21/2025 11:34","<p> 5K run/walk, pets on a leash are allowed.  All finishers are awarded a finishers medal, there are no age group awards.  This event is sponsored by the Stones River Marine Corps League Detachment 1158 and funds are raised to support our Youth group and local Veteran groups such as the Tennessee Veterans Home in Murfreesboro, TN.  We are testing the waters for this to be an annual fundraiser.  An early packet pick-up will be available on Friday, December 27th between 5 an 8 p.m. at VFW Post 8422 at 10157 Old Nashville Hwy, Smyrna, TN as well as on race day starting at 7 am.</p>",https://runsignup.com/Race/TN/Smyrna/HolidayHustleLastChance5K,,,,,"Sharp Springs Park","311 Jefferson Pike",Smyrna,TN,37167,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-239672-1729095692.7146-0.bNd-Gm.png,F,"2025-06-03 19:25:26",e1lSV9eY...,4
173001,"2025 CT LEO Memorial Run",,,10/26/2025,10/26/2025,F,F,F,"10/24/2024 09:33","3/31/2025 10:55","<p>Annual 5K race benefitting the National Law Enforcement Officers Memorial Fund and Concerns of Police Survivors.</p>",https://runsignup.com/Race/CT/Middletown/CTLEOMemorialRun25,,,,,"421 Wadsworth Street",,Middletown,CT,06457,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-240206-1729777041.338-0.bNgK2r.jpg,F,"2025-06-03 19:25:28",yHvMFx1y...,6
173523,"Joanna Sophia's 5k Fun Run/Walk",,,06/21/2025,06/21/2025,F,F,T,"11/1/2024 15:49","5/13/2025 19:11","<p>Mark your calendars for Saturday, June 21, 2025, and get ready for an exciting journey Around the World in 5K!</p>
<p>As you run or walk, you&#39;ll experience a vibrant mix of music, performances, and cultural celebrations from all corners of the globe. At the finish line, a lively celebration awaits, filled with entertainment, activities, and more!</p>
<p>This event is more than just a run – it’s a chance to honor the memory of Joanna Sophia Ioannou and raise awareness for epilepsy. Join us for a day of fitness, fun, and community, all inspired by Joanna’s joyful spirit. #LetJoannaInspireYou.</p>",https://runsignup.com/Race/NY/Flushing/Joannas5krun2025,,,,,"196-10 Northern Blvd",,Flushing,NY,11358,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-240833-1731445448.1342-0.bNm8li.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
174109,"Chesty Puller Memorial Twin Bridge 10K",,,06/21/2025,06/21/2025,F,F,T,"11/13/2024 19:12","5/29/2025 17:07","<p>The Chesty Puller Memorial Twin Bridge 10K is one of West Point, Virginia&#39;s most anticipated events. We cannot wait to welcome visitors from around the country and cheer you on as you conquer the twin bridges!</p>",https://runsignup.com/Race/VA/WestPoint/ChestyPullerMemorialTwinBridge,,,chestypuller10k,7724451147681251,"325 8th Street",,"West Point",VA,23181,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-241571-1736431688.4268-0.bNF9Hi.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
174767,"2025 Bastille Day Race 15K Run and 5K Run/Walk",,,07/12/2025,07/12/2025,F,F,T,"11/22/2024 21:59","6/2/2025 23:12","<p><span style=""color:rgb( 0 , 0 , 0 );font-size:14pt""><strong>This year, Genesee County Habitat for Humanity is partnering with Great Lakes Race Management to make the race better than ever! A</strong></span><span style=""color:rgb( 0 , 0 , 0 );font-size:14pt""><strong>ll the traditions will stay the same, but we are adding a few things to the improve the overall quality and professionalism of the event!</strong></span></p>
<p><span style=""color:rgb( 0 , 0 , 0 );font-size:14pt""><strong><br /><span style=""background-color:rgb( 241 , 196 , 15 )""><span style=""font-size:18pt"">New this year:</span> <em><span style=""color:rgb( 224 , 62 , 45 )"">Finisher Medals</span> for all Races, <span style=""color:rgb( 224 , 62 , 45 )"">Course Improvements</span> (Inflatable Arches at all start locations, <span style=""color:rgb( 224 , 62 , 45 )"">Course Marshals<span style=""color:rgb( 0 , 0 , 0 )"">/</span></span>more volunteers and extra signage, <span style=""color:rgb( 224 , 62 , 45 )"">Fun Run</span> option)</em></span></strong></span></p>
<p> </p>
<p><span style=""color:rgb( 0 , 0 , 0 );font-size:14pt""><strong>The Bastille Day Race features three timed, certified USATF Course races: the 15K run, the 5K run, and the 5K walk. Proceeds will be used to support our mission of providing decent, affordable housing in Genesee County!</strong></span></p>
<p> </p>
<p> </p>
<p><span style=""font-size:18pt;color:rgb( 0 , 0 , 0 )""><strong><span style=""text-decoration:underline"">Date:</span> | <span style=""font-size:14pt"">Saturday, July 12th, 2025</span></strong></span></p>
<p><span style=""font-size:18pt;color:rgb( 0 , 0 , 0 )""><strong><span style=""text-decoration:underline"">Location:</span> | <span style=""font-size:14pt"">Downtown Fenton - 119 S. Leroy St. Fenton, MI. 48430</span></strong></span></p>
<p><span style=""color:rgb( 0 , 0 , 0 );font-size:18pt""><strong><span style=""text-decoration:underline"">Race Categories:</span> | <span style=""font-size:14pt"">15K Run, 5K Run, 5K Walk &amp; Fun Run </span></strong></span></p>
<p> </p>
<p><span style=""text-decoration:underline""><span style=""color:rgb( 0 , 0 , 0 );font-size:18pt;text-decoration:underline""><strong>Registration Includes:</strong></span></span></p>
<ul><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Chip Time with live Results</span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Dri-Fit T-shirt (for those who register with a T-shirt)</span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Finisher Medal <span style=""color:rgb( 224 , 62 , 45 )"">(*NEW*)</span></span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Free Race Photos</span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">A fun, challenging race course</span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Age Group Awards</span></strong></span></li><li style=""color:rgb( 0 , 0 , 0 );font-weight:bold;font-size:14pt""><span style=""font-size:14pt""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Post Race Refreshments: French bread, fresh fruit, water, keg root beer, and live music!</span></strong></span></li></ul>
<p> </p>
<p><span style=""text-decoration:underline;color:rgb( 0 , 0 , 0 )""><span style=""font-size:18pt""><strong>Race Start Times</strong></span></span></p>
<p><span style=""color:rgb( 0 , 0 , 0 )""><strong><span style=""color:rgb( 224 , 62 , 45 );font-size:18pt"">15K Run</span> | 7:45am (Infront of Crust Bakery)</strong></span></p>
<p><span style=""color:rgb( 0 , 0 , 0 )""><strong><span style=""color:rgb( 224 , 62 , 45 );font-size:18pt"">5K Run</span> | 8:00am (Infront of Fenton Police Station)</strong></span></p>
<p><span style=""color:rgb( 0 , 0 , 0 )""><strong><span style=""font-size:18pt""><span style=""color:rgb( 224 , 62 , 45 )"">5K Walk</span> </span>| 8:05am (Infront of Fenton Police Station)</strong></span></p>
<p><strong><span style=""color:rgb( 0 , 0 , 0 )""><span style=""color:rgb( 224 , 62 , 45 );font-size:18pt"">Fun Run/Walk</span> | 10:00am (Infront of Fenton Police Station</span>)</strong></p>
<p> </p>
<p> </p>
<h4><span style=""color:rgb( 0 , 0 , 0 );font-size:18pt""><strong>Packet Pick Up</strong></span></h4>
<p><strong><em>**We are looking to add off-site packet pick-up locations, stay tuned for email and website updates!**</em></strong></p>
<p><span style=""color:rgb( 0 , 0 , 0 );font-size:14pt""><strong>Fenton United Methodist Church</strong></span></p>
<ul><li style=""color:rgb( 0 , 0 , 0 )""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Friday, July 11th: 4pm - 7pm </span></strong></li><li style=""color:rgb( 0 , 0 , 0 )""><strong><span style=""color:rgb( 0 , 0 , 0 )"">Saturday, July 12th: 6am - 8am (RACE MORNING)</span><br /></strong></li></ul>
<h5> </h5>",https://runsignup.com/Race/MI/Fenton/2025BastilleDayRace,,,,,"119 S. Leroy St",,Fenton,MI,48430,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-242372-1732934289.4068-0.bNsNQr.png,F,"2025-06-03 19:25:35",OiX84NDS...,12
175178,"Quarry Challenge 2025",,,09/28/2025,09/28/2025,F,F,T,"12/1/2024 21:30","1/23/2025 22:08","<h6> </h6>
<h2><span style=""color:rgb( 0 , 0 , 0 )""><strong>2025 Quarry Challenge </strong></span></h2>
<h4><span style=""color:rgb( 0 , 0 , 0 )""><strong>Sunday, September 28th 2025</strong></span></h4>
<h5><span style=""color:rgb( 36 , 125 , 58 )"">This course is one of the most challenging courses in Michigan and will definitely provide a thorough workout! The experience and views are spectacular. You won&#39;t want to miss it!</span></h5>
<p> </p>
<h3><span style=""text-decoration:underline""><span style=""color:rgb( 0 , 0 , 0 );text-decoration:underline""><strong>Event Details</strong></span></span></h3>
<p><span style=""color:rgb( 36 , 125 , 58 )""><strong>Race Start Time: 9:00 AM</strong></span></p>
<p><span style=""color:rgb( 36 , 125 , 58 )""><strong>Parking located at 5676 Carleton Rockwood, 48179. Busing provided to race location. Buses will begin running at 7:45 AM, with the last bus leaving at 8:45 AM.</strong></span></p>
<p> </p>
<p><span style=""text-decoration:underline;font-size:14pt;color:rgb( 0 , 0 , 0 )""><strong>Packet Pick-Up</strong></span></p>
<p><span style=""color:rgb( 36 , 125 , 58 )""><strong>Friday, Sept. 26</strong></span><br /><span style=""color:rgb( 36 , 125 , 58 )"">4:00 - 7:00 PM (Village of South Rockwood Campus)</span></p>
<p><span style=""color:rgb( 36 , 125 , 58 )""><strong>Saturday, Sept. 27</strong></span><br /><span style=""color:rgb( 36 , 125 , 58 )"">10:00 AM - 2:00 PM (Village of South Rockwood Campus)</span></p>
<p><span style=""color:rgb( 36 , 125 , 58 )""><strong>Race Day</strong> (**we strongly encourage everyone to pick-up their packet before race day**)</span><br /><span style=""color:rgb( 36 , 125 , 58 )"">7:30 - 8:30 AM (Village of South Rockwood Campus)</span></p>
<p><em><span style=""color:rgb( 224 , 62 , 45 )""><strong>Please note: Shirts are not guaranteed for registrants past September 5th.  </strong></span></em></p>",https://runsignup.com/Race/MI/SouthRockwood/QuarryChallenge,https://www.greatlakesagg.com/quarry-challenge/,,,,"5676 Carleton Rockwood",,"South Rockwood",MI,48179,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-242864-1733107494.0087-0.bNtr8M.png,F,"2025-06-03 19:25:35",OiX84NDS...,12
175179,"Frankenmuth Fondo Ride",,,08/09/2025,08/09/2025,F,F,T,"12/1/2024 21:49","1/30/2025 14:39","<h5>We hope to see you at our 7th Annual Frankenmuth Fondo on Saturday, August 9, 2025, and participate on our 100k, 50k or 25k courses. The event is a timed event. Not only can you bike through one of the region&#39;s most bike-friendly cities, you get to see some one-of-a-kind beautiful sites. The route is well-marked with color-coded route markers. All proceeds going to the Rotary Helping Hands Fund.</h5>
<p> </p>
<p><strong>Date | Saturday, August 9th, 2025</strong></p>
<p><strong>Location | 925 S. Main Street Frankenmuth, MI 48734</strong></p>
<p><strong>Race Categories | 100K, 50K, 25K </strong></p>
<p> </p>
<p><strong>Race Start Times</strong></p>
<p><strong>100K | 8:00am</strong></p>
<p><strong>50K | 8:30am</strong></p>
<p><strong>25K | 9:00am</strong></p>
<p><strong>Finish Lines Festivities will be held from 10:00am-1:00pm</strong></p>
<p> </p>
<h4><strong>Packet Pick Up</strong></h4>
<p>Date | Friday, August 8th, 2025  | 6:00pm-7:30pm</p>
<p>Date | Saturday, August 9th, 2025  | Starting at 6:30am</p>
<p>Location | Frankenmuth River Place Shops rear parking lot: 925 S. Main Street Frankenmuth, MI 48734</p>
<p> </p>
<h4><strong>Donate</strong></h4>
<p>All proceeds from this event will go to the Frankenmuth Rotary Helping Hands Fund. The Helping Hands Committee was established as a part of the Frankenmuth Rotary Club in 2017 to help struggling and disadvantaged individuals and families in the local area. Your donations have made a huge impact - from replacing water heaters, paying overdue medical bills, helping abused women and children resettle, replace hearing aids for elderly people who are making decisions to eat rather than hear because they cannot afford both and many others. To date we have given more than $70,000 in assistance.</p>
<p>To donate, click on the DONATE tab at the top of the page.</p>",https://runsignup.com/Race/MI/Frankenmuth/FrankenmuthFondoRide,,,frankenmuthfondo,,"925 South Main Street",,Frankenmuth,MI,48734,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-242865-1737487578.8659-0.bNJ_tA.png,F,"2025-06-03 19:25:35",OiX84NDS...,12
175182,"Cipriano Classic 5K",,,06/06/2025,06/06/2025,F,F,T,"12/1/2024 22:25","6/2/2025 13:46","<h5>The Cipriano Classic 5K Fun Run &amp; Walk is an event to benefit the Cipriano Children&#39;s Trust, in heart and sole. The 5K starts and ends at the Farmington Family YMCA. We are returning to the all paved, original course. The Cipriano Classic, an annual 5K race, helps raise money for the Cipriano&#39;s who have to pay for mounting medical expenses. Please help us support the Cipriano family.</h5>
<p> </p>
<p><strong>IN HEART &amp; SOLE - LIVE &amp; IN-PERSON.</strong><br />The 14th Annual Cipriano Classic will take place on Friday, June 6, 2025</p>
<p> </p>
<p><strong>Race Location:</strong> Farmington Family YMCA</p>
<p>The 5K Run &amp; Walk will begin at 7:00 PM.</p>
<p> </p>
<p><strong>Packet Pick-Up &amp; On-Site Registration</strong><br />Friday, June 6th - 5:00 to 6:45 PM</p>
<p>The Cipriano Classic 5k Fun Run &amp; Walk is an event to benefit the Cipriano Children&#39;s Trust, in heart and sole.</p>
<p> </p>
<p><strong>Finish Line Party!</strong></p>
<p>During the registration process, pay $5, for a hot dog, chips, and a water, and join us for a Finish Line Party.  Bring a blanket, frisbee, and enjoy your Friday evening. You can also purchase food tickets at registration.</p>
<p> </p>
<p><strong>For more event information, please visit <a href=""http://www.ciprianoclassic.com/."" target=""_blank"" rel=""nofollow noopener noreferrer"">http://www.ciprianoclassic.com/.</a></strong></p>",https://runsignup.com/Race/MI/FarmingtonHills/CiprianoClassic5K,http://www.ciprianoclassic.com,,CiprianoClassic5K,,"28100 Farmington Rd",,"Farmington Hills",MI,48334,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-242868-1735535286.2937-0.bNCIQ2.jpg,F,"2025-06-03 19:25:35",OiX84NDS...,12
175275,"2025 Run For The Cure 5K",,,08/23/2025,08/23/2025,T,F,F,"12/4/2024 08:33","2/26/2025 12:45","<h6> </h6>
<h2><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 132 , 63 , 161 )""><strong>2025 Run For The Cure 5K</strong></span></h2>
<h4><span style=""color:rgb( 0 , 0 , 0 )""><strong>Saturday August 23rd, 2025</strong></span></h4>
<h5>Join us in 2025 for U CAN-CER VIVE’s 7th Annual RUN FOR THE CURE 5K GLOW RUN where you can walk, jog or run your way toward a cure for cancer. This event is great for all ages – we even welcome you to bring your dogs for the fun! We look forward to this special event in our community!</h5>
<p> </p>
<h3><span style=""text-decoration:underline""><span style=""color:rgb( 0 , 0 , 0 );text-decoration:underline""><strong>Event Details</strong></span></span></h3>
<p><span style=""color:rgb( 132 , 63 , 161 )""><strong>Race Start Time: 9:30 AM</strong></span></p>
<p><span style=""color:rgb( 132 , 63 , 161 )""><strong>Location: </strong></span><span style=""color:rgb( 132 , 63 , 161 )""><strong>LaFontaine Amphitheatre</strong></span></p>
<p><span style=""color:rgb( 132 , 63 , 161 )""><strong>195 North Main St. Milford, MI. 48381</strong></span></p>
<p><span style=""text-decoration:underline;font-size:14pt;color:rgb( 132 , 63 , 161 )""><strong>Packet Pick-Up</strong></span></p>
<p><span style=""color:rgb( 132 , 63 , 161 );background-color:rgb( 255 , 255 , 255 )""><strong>Race Day - 7:30am - 9:30am</strong></span></p>
<p><em><span style=""color:rgb( 224 , 62 , 45 )""><strong>Please note: Must Register by <span style=""background-color:rgb( 241 , 196 , 15 )"">August 8th<span style=""background-color:rgb( 255 , 255 , 255 )""> t</span></span>o be guaranteed a Participant Shirt and Finisher Medal.</strong></span></em></p>",https://runsignup.com/Race/MI/CommerceTownship/RunForTheCure5KUCANCERVIVE,https://ucancervive.com/run-for-the-cure/,,,,"3860 Newton Road",,"Commerce Township",MI,48382,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-243001-1733319899.9962-0.bNufZB.png,F,"2025-06-03 19:25:35",OiX84NDS...,12
176019,"Milford Firecracker 5K & 10K",,,07/04/2025,07/04/2025,F,F,T,"12/14/2024 07:39","5/29/2025 11:09","<p>Join us downtown Milford on July 4th before the annual Milford 4th of July Parade for a 5K, 10k or 1 mile fun run</p>",https://runsignup.com/Race/MI/Milford/MilfordFirecracker,,,,,"159 N Main St",,Milford,MI,48381,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-243881-1748531234.1388-0.bOohGI.png,F,"2025-06-03 19:25:33",z7XLV2FU...,13
176021,"Runs on Plants",,,06/07/2025,06/07/2025,F,F,T,"12/14/2024 07:56","6/1/2025 08:05","<p>Lettuce Run! Join us for a 5K and 8 Mile race at Indian Springs Metropark. Runs on plants promotes a healthy and active lifestyle being powered by plants!</p>
<p>For additional information please visit runningventure.com </p>",https://runsignup.com/Race/MI/WhiteLake/RunsOnPlants,,,,,"5200 Indian Trail",,"White Lake",MI,48386,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-243883-1736179532.3565-0.bNE_9m.png,T,"2025-06-03 19:25:33",z7XLV2FU...,13
176022,"BRB - Back Roads Bound Half Marathon",,,08/09/2025,08/09/2025,F,F,T,"12/14/2024 08:03","3/17/2025 16:56","<p>Half Marathon, 10K, 5K, and Kids 1/2 mile run/walk in White Lake, Michigan on Saturday, August 9, 2025. Come out and join us for a run around the back roads. course is on paved and dirt back roads. Races start and finish at Hawley Park in White Lake, behind the White Lake Township Police Department. </p>",https://runsignup.com/Race/MI/WhiteLake/BRBBackRoadsBoundHalfMarathon,,,,,"7525 Highland Rd",,"White Lake",MI,48383,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-243884-1736179877.3965-0.bNFacL.png,F,"2025-06-03 19:25:33",z7XLV2FU...,13
176024,"Trails Edge 5K",,,08/22/2025,08/22/2025,F,F,T,"12/14/2024 08:29","1/22/2025 10:26","<p>5K, 1 Mile in Wixom, Michigan at 7pm on Friday, August 22. Start on the edge of the Air Line trail at Gunna Mettala park before turning onto the paved Air Line trail and running the final stretch of the paved trail. </p>
<p>All participants will receive a custom race trucker hat and finisher medal.</p>
<p>7:00 pm 1 mile and 5k </p>",https://runsignup.com/Race/MI/Wixom/TrailsEdgeK,,,,,"645 Mettala",,Wixom,MI,48393,US,America/Detroit,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-243886-1736179937.2464-0.bNFadH.png,F,"2025-06-03 19:25:33",z7XLV2FU...,13
